found_date,auto_tier_guess,auto_score,myth_flag,source_api,title,authors,year,pub_date,type,venue,open_access,preprint,doi,url,query,status
2026-07-20,B?,7,,EuropePMC,Association Between Dental Visits and Presenteeism Among Workers Receiving Workplace Oral Health Assessments: A Longitudinal Study in Japan-The Hitachi Oral Healthcare Survey.,"Yamamoto Y, Fujino Y, Kimura M, Kurita K, Chikazawa T, Sato Y, Nakagawa T, Sawada K, Murakami S.",2026,2026-03-24,research-article; journal article,J Occup Environ Med,OA,,10.1097/jom.0000000000003717,https://doi.org/10.1097/jom.0000000000003717,human-AI collaboration workplace,NEW — to review
2026-07-20,B?,7,,EuropePMC,Workplace violence against mental health professionals in Italy: a nationwide survey on prevalence and risk perception.,"Granata N, Gesi C, Fagiolini A, Migliarese G, Rocchetti M, Cerveri G.",2026,2026-03-13,research-article; journal article,Eur Arch Psychiatry Clin Neurosci,OA,,10.1007/s00406-026-02197-y,https://doi.org/10.1007/s00406-026-02197-y,workplace burnout neuroscience,NEW — to review
2026-07-20,B?,7,,EuropePMC,Making sense of activity-based workplaces: perspectives from staff in a municipal setting.,"Wall E, Löfstrand P, Vinberg S, Selander J.",2026,2026-02-13,research-article; journal article,Int J Qual Stud Health Well-being,OA,,10.1080/17482631.2026.2631081,https://doi.org/10.1080/17482631.2026.2631081,remote work wellbeing productivity,NEW — to review
2026-07-20,B?,7,,EuropePMC,Psychometric Properties and Measurement Equivalence of the Workplace Incivility Scale Across Cultures: Insights from Daily Diary Study.,"Iqbal M, Iqbal M, Bibi M, Yan Y, Yuan S, Mubarik S.",2026,2024-10-16,research-article; journal article,Psychol Rep,OA,,10.1177/00332941241293669,https://doi.org/10.1177/00332941241293669,attention interruptions knowledge workers,NEW — to review
2026-07-20,B?,6,,OpenAlex,Employees' Mindset and Staying Satisfied After Performance Evaluation,Matthew Zingoni,2026,2026-07-19,article,Archives of Business Research,OA,,10.14738/abr.1407.12029,https://doi.org/10.14738/abr.1407.12029,workplace burnout neuroscience,NEW — to review
2026-07-20,B?,6,,OpenAlex,Work Activities and Social Relationships Influencing Well-Being among Government Essential Service Providers,Nielg V. Cabelleza,2026,2026-07-19,article,Cognizance Journal of Multidisciplinary Studies,OA,,10.47760/cognizance.2026.v06i07.016,https://doi.org/10.47760/cognizance.2026.v06i07.016,remote work wellbeing productivity,NEW — to review
2026-07-20,B?,6,,OpenAlex,Transformational Leadership and Ethical AI Adoption in AI-Driven Organizations: The Mediating Role of Digital Adaptation and the Moderating Role of Organizational Culture,"H F Liu, Aisha Abdullah Saeed",2026,2026-07-18,article,International Journal of Organizational Leadership,OA,,10.33844/ijol.2026.50,https://doi.org/10.33844/ijol.2026.50,remote work wellbeing productivity,NEW — to review
2026-07-20,B?,6,,OpenAlex,The relationship between psychosocial risk and neurocognitive functioning early after childhood central nervous system tumour diagnosis,"Jessica Beamish, Riley M. Damiano, A Josephine Drijver, Femke Aarsen, Martha A. Grootenhuis, Marita Partanen",2026,2026-07-18,article,Journal of Neuropsychology,OA,,10.1111/jnp.70060,https://doi.org/10.1111/jnp.70060,sleep deprivation cognitive performance work,NEW — to review
2026-07-20,B?,6,,EuropePMC,OUTPACE Tobacco study protocol: a tobacco-free workplace program for dissemination and implementation in opioid use treatment programs in Texas.,"Moosa AB, Britton M, Siddiqi AD, Martinez Leal I, Chen TA, Minnix JA, Karam-Hage MA, Cinciripini PM, Sekhar MS, Reitzel LR.",2026,2026-07-17,im; journal article,Addict Sci Clin Pract,?,,10.1186/s13722-026-00696-w,https://doi.org/10.1186/s13722-026-00696-w,hybrid work employee outcomes,NEW — to review
2026-07-20,B?,6,,EuropePMC,The impact of a national transition of treatment platform on the acceptance of internet-delivered cognitive behavioral therapy: A longitudinal study among Norwegian therapists.,"Nævdal R, Vis C, Teig IL, de Beurs D, Kenter RMF.",2026,2026-06-13,research-article; journal article,Internet Interv,OA,,10.1016/j.invent.2026.100965,https://doi.org/10.1016/j.invent.2026.100965,generative AI worker productivity,NEW — to review
2026-07-20,B?,6,,EuropePMC,"'Today, I'll manage, but not all days!' Adult refugees' meaning-making of learning and coping with trauma and other emotional distress while in language training programmes.","Tomren JF, Opaas M.",2026,2026-06-10,research-article; journal article,Eur J Psychotraumatol,OA,,10.1080/20008066.2026.2677304,https://doi.org/10.1080/20008066.2026.2677304,work engagement job demands resources,NEW — to review
2026-07-20,B?,6,,EuropePMC,Factors associated with clinical leadership among cardiovascular nurses in China: a multicentre cross-sectional study.,"Wang L, Yu H, Wu L, Wu X, Chen Y.",2026,2026-06-09,research-article; multicenter study; journal article,Ann Med,OA,,10.1080/07853890.2026.2678681,https://doi.org/10.1080/07853890.2026.2678681,psychological safety teams,NEW — to review
2026-07-20,B?,6,,EuropePMC,Multimodal biomarker characterization of amnestic objective subtle cognitive decline in aging and preclinical Alzheimer's disease.,"López-Martos D, Cacciaglia R, Suárez-Calvet M, Salvadó G, Shekari M, González-Escalante A, Milà-Alomà M, Brugulat-Serrat A, Minguillon C, Tonietto M, Borroni E, Klein G, Quijano-Rubio C, Kollmorgen G, Zetterberg H, Blennow K, Gispert JD, Grau-Rivera O, Sánchez-Benavides G, ALFA study.",2026,2026-06-08,research-article; journal article; observational study,J Prev Alzheimers Dis,OA,,10.1016/j.tjpad.2026.100612,https://doi.org/10.1016/j.tjpad.2026.100612,hybrid work employee outcomes,NEW — to review
2026-07-20,B?,6,,EuropePMC,Exposure to war-related trauma and symptoms of complex posttraumatic stress disorder among children and adolescents in Gaza.,"El-Khodary B, Iriqat R, Abo-Shamla A, Ali M, Al-Delaimy W.",2026,2026-06-02,research-article; journal article,Eur J Psychotraumatol,OA,,10.1080/20008066.2026.2665509,https://doi.org/10.1080/20008066.2026.2665509,psychological safety teams,NEW — to review
2026-07-20,B?,6,,EuropePMC,The Relation Between Parenting Stress and Children’s Social Anxiety in Chinese Family: The Roles of Maladaptive Parenting and FKBP5 Gene Variation,"Zhang B, Wang D, Di H, Li Y, Gou S, Sun Y, Gong X, Bi T.",2026,2026-06-01,research-article; journal article,Behav Sci (Basel),OA,,,https://europepmc.org/abstract/PMC/PMC13295368,occupational stress cortisol HPA axis,NEW — to review
2026-07-20,B?,6,,EuropePMC,"'I Put a Lot of Emotion in My Work, I Use It, It's My Tool': An Ethnographic Account of Algorithmic Homecare Assistance in the Netherlands.","Bergamin E, Wallenburg I.",2026,2026-06-01,"research support, non-u.s. gov't; research-article; journal article",Sociol Health Illn,OA,,10.1111/1467-9566.70211,https://doi.org/10.1111/1467-9566.70211,remote work wellbeing productivity,NEW — to review
2026-07-20,B?,6,,EuropePMC,Why Hide AI Use? Psychological Configurations and Explainable Machine Learning Evidence from Marketing Work,"Mizrak F, Karakaya T.",2026,2026-06-01,research-article; journal article,Behav Sci (Basel),OA,,,https://europepmc.org/abstract/PMC/PMC13295997,technostress employees,NEW — to review
2026-07-20,B?,6,,EuropePMC,Traumatic brain injury and post-traumatic stress disorder on brain imaging markers and cognition in a war veterans population.,"Sibilia F, Fotouhi M, Lei X, Cabeen RP, Cen S, Choupan J, Hazany S, Sheikh-Bahaei N, Alzheimer's Disease Neuroimaging Initiative.",2026,2026-05-30,research-article; journal article,J Alzheimers Dis,OA,,10.1177/13872877261450973,https://doi.org/10.1177/13872877261450973,hybrid work employee outcomes,NEW — to review
2026-07-20,B?,6,,EuropePMC,"PROTOCOL: Artificial Intelligence and Other Digital Tools Used by, and for Community Health Workers (CHWs) in Low and Middle-Income Countries (LMICs) to Improve Outcomes and Increase Effectiveness: An Evidence and Gap Map.","Philbrick WC, Milnor J, Mekuria FT, Mbachu P, Mechael P, Ssennoga B, Aranda Z.",2026,2026-05-29,research-article; journal article,Campbell Syst Rev,OA,,10.1177/18911803261439093,https://doi.org/10.1177/18911803261439093,generative AI worker productivity,NEW — to review
2026-07-20,B?,6,,EuropePMC,Calibrated Deep-Learning Risk Indexing and Latent Behavioural Profiling for Occupational Mental-Health Risk Assessment,"Khan A, Rehman K, Junaid A, Iqbal A, Siddique M, Mohmand M, Husnain G.",2026,2026-05-27,research-article; journal article,Bioengineering (Basel),OA,,,https://europepmc.org/abstract/PMC/PMC13295563,generative AI worker productivity,NEW — to review
2026-07-20,B?,6,,EuropePMC,Deepfake perpetrator conversation for adults with sexual abuse-related posttraumatic stress disorder: intervention development and multiple baseline study protocol.,"Ter Heide JJ, Bicanic I, Holtrop B, Maassen L, van Nistelrooij I, Hoogeveen M, Overbeek M, Voorendonk E, Zebel S, Gevers T, van Minnen A.",2026,2026-05-26,other; journal article,Eur J Psychotraumatol,OA,,10.1080/20008066.2026.2668166,https://doi.org/10.1080/20008066.2026.2668166,manager training mental health at work,NEW — to review
2026-07-20,B?,6,,EuropePMC,Enhancing Care Coordination and Patient Engagement Through Electronic Medical Record Utilization in Primary Healthcare: A Mixed-Methods Study.,"Devira SM, Antonio F, Widjanarko D.",2026,2026-05-25,research-article; journal article,Healthcare (Basel),OA,,10.3390/healthcare14111458,https://doi.org/10.3390/healthcare14111458,technostress employees,NEW — to review
2026-07-20,B?,6,,EuropePMC,A machine learning-based workflow for transaminase selection.,"Rago AJ, Raghavan P, Santiago-Capeles L, Zhang R, Wang Y, Coley CW.",2026,2026-05-20,research-article; journal article,Chem Sci,OA,,10.1039/d6sc00852f,https://doi.org/10.1039/d6sc00852f,hybrid work employee outcomes,NEW — to review
2026-07-20,B?,6,,EuropePMC,How Does Digital Human Resource Management Foster a Sense of Relaxation Among Generation Z Employees?,"Zhang H, Hou X, Zhao S.",2026,2026-05-20,research-article; journal article,Behav Sci (Basel),OA,,10.3390/bs16050824,https://doi.org/10.3390/bs16050824,technostress employees,NEW — to review
2026-07-20,B?,6,,EuropePMC,Burnout in Galician Community Pharmacists.,"Andrés-Rodríguez NF, Busto-Domínguez I, Mera-Gallego R, Mera-Gallego I, Guisado Barral B, León Rodríguez L, González Blanco M, Fornos-Pérez JA.",2026,2026-05-20,research-article; journal article; observational study,Farm Comunitarios,OA,,10.33620/fc.2173-9218.(2026).21,https://doi.org/10.33620/fc.2173-9218.(2026).21,job strain cardiovascular disease,NEW — to review
2026-07-20,B?,6,,EuropePMC,Factors associated with psychological distress among newly diagnosed patients with gastric cancer: A cross-sectional study.,"Ji H, Lee JY.",2026,2026-05-16,research-article; journal article,Asia Pac J Oncol Nurs,OA,,10.1016/j.apjon.2026.100981,https://doi.org/10.1016/j.apjon.2026.100981,job strain cardiovascular disease,NEW — to review
2026-07-20,B?,6,,EuropePMC,Integrating Occupational Health and Safety Into the Artificial Intelligence System Life Cycle.,"Bierbrier J, Jetha A.",2026,2026-05-12,article-commentary; journal article,Am J Ind Med,OA,,10.1002/ajim.70090,https://doi.org/10.1002/ajim.70090,hybrid work employee outcomes,NEW — to review
2026-07-20,B?,6,,EuropePMC,Corporate Welfare and Parenting Self-Regulation as Protective Resources Against Stress and Quiet Quitting: A Moderated Mediation Model Across Mothers and Fathers.,"Rapisarda S, Girardi D, Pileri J, Falco A, Dal Corso L.",2026,2026-05-11,research-article; journal article,Behav Sci (Basel),OA,,10.3390/bs16050743,https://doi.org/10.3390/bs16050743,technostress employees,NEW — to review
2026-07-20,B?,6,,EuropePMC,What affects unplanned hospital admissions in older adults according to primary healthcare professionals? A focus group study.,"Klunder JH, Kooijmans ECM, Joling KJ, Maarsingh OR, van Hout HPJ.",2026,2026-05-07,research-article; journal article,Eur J Gen Pract,OA,,10.1080/13814788.2026.2650928,https://doi.org/10.1080/13814788.2026.2650928,manager training mental health at work,NEW — to review
2026-07-20,B?,6,,EuropePMC,Understanding how adverse childhood experiences influence the development of postpartum post-traumatic stress disorder: a qualitative study in China.,"Zou L, Wang S, Liao Y, Pakhale S, Krewski D, Wen SW, Xie RH.",2026,2026-05-06,research-article; journal article,Eur J Psychotraumatol,OA,,10.1080/20008066.2026.2662053,https://doi.org/10.1080/20008066.2026.2662053,sleep deprivation cognitive performance work,NEW — to review
2026-07-20,B?,6,,EuropePMC,The Impact of Artificial Intelligence Usage on Affective Work Well-Being: A Self-Determination Theory Perspective.,"Zhang C, Chen S, Zhang D, Zhang Q.",2026,2026-04-28,research-article; journal article,Behav Sci (Basel),OA,,10.3390/bs16050670,https://doi.org/10.3390/bs16050670,technostress employees,NEW — to review
2026-07-20,B?,6,,EuropePMC,Psychological stress during medical internship is associated with inflammatory signatures linked to mental health.,"Ewert J, Meine L, McPherson E, Fehr S, Spiller TR, Dechow B, Ferrante G, Hachenberg S, Aslan L, Lüönd A, Mateescu BR, Kleim B, Cathomas F.",2026,2026-04-18,research-article; journal article,Brain Behav Immun Health,OA,,10.1016/j.bbih.2026.101243,https://doi.org/10.1016/j.bbih.2026.101243,occupational stress cortisol HPA axis,NEW — to review
2026-07-20,B?,6,,EuropePMC,Psychological capital in patients with cancer: A qualitative study based on cognitive adaptation theory.,"Lu W, Lai Q, Xiao L, Gao C, Chen P, Zhang L.",2026,2026-04-18,research-article; journal article,Asia Pac J Oncol Nurs,OA,,10.1016/j.apjon.2026.100961,https://doi.org/10.1016/j.apjon.2026.100961,loneliness work social connection,NEW — to review
2026-07-20,B?,6,,EuropePMC,Friendship: a phenomenological exploration of the lived experience of youth and of peer support workers in Youth FACT (flexible assertive community treatment) services.,"Arvesen H, Mjøsund NH, Krane V, Sommer M.",2026,2026-04-16,research-article; journal article,Int J Qual Stud Health Well-being,OA,,10.1080/17482631.2026.2660040,https://doi.org/10.1080/17482631.2026.2660040,loneliness work social connection,NEW — to review
2026-07-20,B?,6,,EuropePMC,A Moderated Mediation Model of AI-Driven Identity Threats and Employee Cyberloafing: The Role of AI-Inclusive Identity.,"Ashraf A, Min Q, Ashraf A.",2026,2026-04-01,research-article; journal article,Eur J Investig Health Psychol Educ,OA,,10.3390/ejihpe16040052,https://doi.org/10.3390/ejihpe16040052,technostress employees,NEW — to review
2026-07-20,B?,6,,EuropePMC,'Being empathetic to my patients and ourselves': a qualitative process evaluation of READ-Y psychological first aid training for healthcare workers working in routine care.,"Wang L, Li X, Qiu C, Wang J, Zeng L, Liu T, Zhong Z, Wu Y, Xu L, Liu Y, Leamy M, Hu M.",2026,2026-03-24,research-article; journal article,Eur J Psychotraumatol,OA,,10.1080/20008066.2026.2627705,https://doi.org/10.1080/20008066.2026.2627705,manager training mental health at work,NEW — to review
2026-07-20,B?,6,,EuropePMC,Managing role conflicts: work-study-life balance among single female university teachers in China pursuing doctoral degrees.,"Jia W, Boo HS.",2026,2026-03-17,research-article; journal article,Int J Qual Stud Health Well-being,OA,,10.1080/17482631.2026.2645256,https://doi.org/10.1080/17482631.2026.2645256,loneliness work social connection,NEW — to review
2026-07-20,B?,6,,EuropePMC,Roads to recognition: experiences of migrant women healthcare workers in Norwegian nursing homes.,"Hedlund Quintanilla CT, Jerve Ramsøy I, Fadnes Jacobsen F, Van den Bergh G.",2026,2026-03-17,research-article; journal article,Scand J Prim Health Care,OA,,10.1080/02813432.2026.2636588,https://doi.org/10.1080/02813432.2026.2636588,loneliness work social connection,NEW — to review
2026-07-20,B?,6,,EuropePMC,"Differences in cardiorespiratory fitness, physical activity, and pulmonary function across occupational groups and educational levels: a cross-sectional study.","Chróścielewska N, Chomiuk T, Laprus-Abramska K, Pałasz D, Mamcarz A, Śliż D.",2026,2026-03-05,research-article; journal article,Ann Med,OA,,10.1080/07853890.2026.2638086,https://doi.org/10.1080/07853890.2026.2638086,job strain cardiovascular disease,NEW — to review
2026-07-20,B?,6,,EuropePMC,Facilitators and barriers for return to work among patients with post-COVID-19 condition: a qualitative interview study.,"Sulg A, Vuokko A, Kvarnström K, Varonen M, Malmivaara A, Arokoski J, Liira H.",2026,2025-07-01,research-article; journal article,Scand J Prim Health Care,OA,,10.1080/02813432.2025.2525434,https://doi.org/10.1080/02813432.2025.2525434,generative AI worker productivity,NEW — to review
2026-07-20,B?,6,,EuropePMC,Suffering of Common Mental Disorders but Still at Work: A Longitudinal Study During Periods of Differences in Regulations for Having Sick Leave.,"Helgesson M, Gustafsson K, Leineweber C.",2026,2025-01-31,research-article; journal article,J Occup Rehabil,OA,,10.1007/s10926-025-10269-4,https://doi.org/10.1007/s10926-025-10269-4,workplace burnout neuroscience,NEW — to review
2026-07-20,B?,5,,OpenAlex,Burnout Prevention in Male Team Sport: Intervention Implications from Reciprocal Associations with Psychological Safety,"Yuhei Kotani, Yasutaka Ojio, Seiko Shirasaka",2026,2026-07-19,article,Journal of Sport Psychology in Action,?,,10.1080/21520704.2026.2701908,https://doi.org/10.1080/21520704.2026.2701908,psychological safety teams,NEW — to review
2026-07-20,B?,5,,EuropePMC,Professional burnout among dietitians and the perceived role of artificial intelligence tools.,"Kozłowska MA, Wyka J, Dzięcioł D.",2026,2026-07-10,journal article,Sci Rep,?,,10.1038/s41598-026-60369-1,https://doi.org/10.1038/s41598-026-60369-1,human-AI collaboration workplace,NEW — to review
2026-07-20,B?,5,,EuropePMC,How enterprise social media use affects employee well-being.,"Song DE, Kim S.",2026,2026-05-21,journal article,Sci Rep,?,,10.1038/s41598-026-52766-3,https://doi.org/10.1038/s41598-026-52766-3,technostress employees,NEW — to review
2026-07-20,C?,0,,arXiv,From Skill Extraction to Multistakeholder Recommendation: A Two-Stage Framework for Bias Governance in Skills-Based Job Matching,"Andrea Forster, Gregor Autischer, Dominik Kowald, Simone Kopeinik",2026,2026-07-17,preprint,arXiv,OA,yes,,http://arxiv.org/abs/2607.15707v1,job strain cardiovascular disease,NEW — to review
2026-07-20,C?,0,,arXiv,Thoughtseeds as Latent Causes: A Dual-Process Computational Phenomenology of Focused-Attention Meditation,"Prakash Chandra Kavi, Daniel Ari Friedman, Gustavo Patow",2026,2026-07-16,preprint,arXiv,OA,yes,,http://arxiv.org/abs/2607.14833v1,workplace burnout neuroscience,NEW — to review
2026-07-20,C?,-1,,arXiv,FVAttn: Adaptive Sparse Attention with Runtime Load Balancing for Video Generation,"Hao Liu, Chenghuan Huang, Ye Huang, Zhiying Wen, Hao Liu, Mohan Zhang",2026,2026-07-17,preprint,arXiv,OA,yes,,http://arxiv.org/abs/2607.16190v1,attention interruptions knowledge workers,NEW — to review
2026-07-20,C?,-1,,arXiv,Attention-Guided Saliency Maps for Interpreting Visualization Literacy in VLMs,"Maeve Hutchinson, Abderrahmane Wassim Mehdaoui, Pranava Madhyastha",2026,2026-07-17,preprint,arXiv,OA,yes,,http://arxiv.org/abs/2607.16105v1,attention interruptions knowledge workers,NEW — to review
2026-07-20,C?,-1,,arXiv,HCIG: A Hierarchical Cross-Modal Incongruity Graph Network for Multimodal Sarcasm and Cyberbullying Detection,"Bhavana Verma, Priyanka Meel, Dinesh Kumar Vishwakarma",2026,2026-07-17,preprint,arXiv,OA,yes,,http://arxiv.org/abs/2607.16076v1,attention interruptions knowledge workers,NEW — to review
2026-07-20,C?,-1,,arXiv,Frontier AI performance across the business disciplines: a case-grounded benchmark of knowledge work and analytical reasoning,"Ajay Patel, Kartik Hosanagar, Ramayya Krishnan, Chris Callison-Burch, Karim Lakhani, Mitch Weiss",2026,2026-07-17,preprint,arXiv,OA,yes,,http://arxiv.org/abs/2607.16057v1,attention interruptions knowledge workers,NEW — to review
2026-07-20,C?,-1,,arXiv,PRISA: Proactive Infrastructure LiDAR Framework for Intersection Safety Assessment,"Tam Bang, Hussam Abubakr, Emiliano de la Garza Villarreal, Truc Phuong Nguyen, Austin Harris, Toru Hirano",2026,2026-07-17,preprint,arXiv,OA,yes,,http://arxiv.org/abs/2607.16156v1,psychological safety teams,NEW — to review
2026-07-20,C?,-1,,arXiv,CLIFE: Camera-LiDAR Fusion Framework for Edge-Deployable Roadside VRU Perception,"Tam Bang, Hoang H. Nguyen, Lei Cheng, Lihao Guo, Siyang Cao, Hussam Abubakr",2026,2026-07-17,preprint,arXiv,OA,yes,,http://arxiv.org/abs/2607.16154v1,psychological safety teams,NEW — to review
2026-07-20,C?,-1,,arXiv,"SciForge: An AI-Native, Multimodal Workbench for Scientific Discovery"," SciForge Team, Zhangyang Gao, Minghao Fang, Yifei Liu, Hanhui Yang, Xinyu Gu",2026,2026-07-17,preprint,arXiv,OA,yes,,http://arxiv.org/abs/2607.16038v1,psychological safety teams,NEW — to review
2026-07-20,C?,-1,,arXiv,AgentFAIR: A Multi-Agent Collaborative Framework for FAIRness Evaluation of Geospatial Datasets,"Ming Chen, Pranav Pai",2026,2026-07-17,preprint,arXiv,OA,yes,,http://arxiv.org/abs/2607.15781v1,human-AI collaboration workplace,NEW — to review
2026-07-20,C?,-1,,arXiv,App-Based Performance Characterization of Cellular and Wi-Fi Networks in Dense Stadium Deployments,"Hardani Ismu Nabil, Muhammad Iqbal Rochman, S. M. Haider Ali Shuvo, Joshua Roy Palathinkal, Monisha Ghosh",2026,2026-07-17,preprint,arXiv,OA,yes,,http://arxiv.org/abs/2607.16008v1,job strain cardiovascular disease,NEW — to review
2026-07-20,C?,-1,,arXiv,CoG-Guided Weight Correction for Fault-Tolerant Deep Neural Networks,"Bahram Parchekani, Samira Nazari, Ali Azarpeyvand, Mohammad Hasan Ahmadilivani, Tara Ghasempouri, Jaan Raik",2026,2026-07-17,preprint,arXiv,OA,yes,,http://arxiv.org/abs/2607.15753v1,job strain cardiovascular disease,NEW — to review
2026-07-20,C?,-1,,arXiv,Scalable Training of Continuous-Time Spiking Neural Networks with Differentiable Spike-Time Discretization,"Yusuke Sakemi, Tomoya Takeuchi, Takeo Hosomi, Kazuyuki Aihara",2026,2026-07-16,preprint,arXiv,OA,yes,,http://arxiv.org/abs/2607.14672v1,workplace burnout neuroscience,NEW — to review
2026-07-20,C?,-1,,arXiv,A Complete-Data Likelihood for Epidemic Processes on Partially Observed Dynamic Networks,Md Asaduzzaman,2026,2026-07-16,preprint,arXiv,OA,yes,,http://arxiv.org/abs/2607.15179v1,job strain cardiovascular disease,NEW — to review
2026-07-20,C?,-1,,arXiv,Playful AI in Professional Email: A Field Experiment on Tone and Recipient Engagement,"Ziv Ben-Zion, Teddy Lazebnik",2026,2026-07-13,preprint,arXiv,OA,yes,,http://arxiv.org/abs/2607.11749v1,workplace burnout neuroscience,NEW — to review
2026-07-20,C?,-1,,arXiv,Quantum-classical neurons upgraded with optical spin qubits for advanced computing and networking architectures,Osama M. Nayfeh,2026,2026-07-13,preprint,arXiv,OA,yes,,http://arxiv.org/abs/2607.11992v1,workplace burnout neuroscience,NEW — to review
