found_date,auto_tier_guess,auto_score,myth_flag,source_api,title,authors,year,pub_date,type,venue,open_access,preprint,doi,url,query,status
2026-09-14,B?,6,,OpenAlex,Emotional intelligence and employee sustainable performance: the moderating role of digital organizational culture among women leaders,"Ying Sin Chin, Abang Azlan Mohamad, May Chiun Lo",2026,2026-09-12,article,Management Research Review,OA,,10.1108/mrr-03-2026-0278,https://doi.org/10.1108/mrr-03-2026-0278,human-AI collaboration workplace,NEW — to review
2026-09-14,B?,6,,OpenAlex,"Intercultural Communication Challenges in Culturally Diverse Teams: A Conceptual Framework of Knowledge Sharing, Cultural Intelligence, and Team Effectiveness","Ahmad Adeel, Israr Ahmad, Kamel Dhay, Sajid Mohy Ul Din, Nurudeen Babatunde Bamiro",2026,2026-09-12,article,Journal of Intercultural Communication,OA,,10.36923/jicc.v26i3.1559,https://doi.org/10.36923/jicc.v26i3.1559,human-AI collaboration workplace,NEW — to review
2026-09-14,B?,6,,OpenAlex,"‘So let me tell you that I love you, and I think about you all the time…’: an exploratory examination of the social leadership of the Union Bears ultra-fan group at Rangers FC",A. Burnett,2026,2026-09-12,article,Soccer and Society,OA,,10.1080/14660970.2026.2729010,https://doi.org/10.1080/14660970.2026.2729010,loneliness work social connection,NEW — to review
2026-09-14,B?,6,,OpenAlex,Combined impact of surgical lighting and flooring surface characteristics on staff stress: A hospital field study,"M Al-Wesabi, Mojahed Ali Measar, Nageeb Ali Eskander",2026,2026-09-11,article,Scientific Reports,OA,,10.1038/s41598-026-70738-5,https://doi.org/10.1038/s41598-026-70738-5,workplace burnout neuroscience,NEW — to review
2026-09-14,B?,6,,OpenAlex,How (Not) to Incorporate Employee Well‐Being as a Selection Criterion: Commentary on König et al. (2026),"Anna Luca Heimann, Pia V. Ingold",2026,2026-09-09,article,International Journal of Selection and Assessment,OA,,10.1111/ijsa.70079,https://doi.org/10.1111/ijsa.70079,workplace burnout neuroscience,NEW — to review
2026-09-14,B?,6,,EuropePMC,"Social care occupational therapy and learning disabilities: professional perspectives on communication, collaboration and making a difference.","Swinson T, Littlechild B, Howcroft G, McNamara K, Prowse S, White B, Almack K.",2026,2026-09-08,research-article; journal article,Int J Qual Stud Health Well-being,OA,,10.1080/17482631.2026.2721738,https://doi.org/10.1080/17482631.2026.2721738,psychological safety teams,NEW — to review
2026-09-14,B?,6,,OpenAlex,BIOLOGICAL AND HEALTH EFFECTS OF OCCUPATIONAL EXPOSURE TO EXTREMELY LOW-FREQUENCY MAGNETIC FIELDS IN HIGH-VOLTAGE TRANSMISSION SWITCHYARDS: AN APPRAISAL STUDY.,"A.U. U. Ocheni, I.W. FAWOLE, M.A. EGBUNU, R.O. AMUSAT",2026,2026-09-06,article,African Journal of Health Safety and Environment,OA,,10.52417/ajhse.v7i2.848,https://doi.org/10.52417/ajhse.v7i2.848,workplace burnout neuroscience,NEW — to review
2026-09-14,B?,6,,EuropePMC,Effectiveness of Mobile-Delivered Exercise and Yoga Programs on Depressive Symptom Reduction in Employees: Randomized Controlled Trial.,"Kim JH, Yoo SY, Oh S, Moon SY, Lee K, Nam KH, Park H, Jung SH, Choi HJ, Kim HJ, Lee SI, Kim N, Song M, Min B, Lee JH, Shin JA.",2026,2026-09-01,"research support, non-u.s. gov't; research-article; randomized controlled trial; journal article",JMIR Hum Factors,OA,,10.2196/80287,https://doi.org/10.2196/80287,generative AI worker productivity,NEW — to review
2026-09-14,B?,6,,EuropePMC,Serum Low-Density Lipoprotein Cholesterol and Neck Disability Among University Employees: A Cross-Sectional Study,"Rodríguez-Mata N, Iñiguez-Jimenez S, Vinueza-Fernández I, Cruz-Pierard S.",2026,2026-09-01,research-article; journal article,Healthcare (Basel),OA,,,https://europepmc.org/abstract/PMC/PMC13565150,job strain cardiovascular disease,NEW — to review
2026-09-14,B?,6,,EuropePMC,Change Adaptation Resilience Evaluation Questionnaire for Industry 5.0 Among Workers in High-Tech Manufacturing Companies: Questionnaire Development and Pilot Evaluation Study.,"Bassi G, Valente A, Tassoni S, Salcuni S.",2026,2026-08-28,"research support, non-u.s. gov't; research-article; journal article",JMIR Hum Factors,OA,,10.2196/83754,https://doi.org/10.2196/83754,generative AI worker productivity,NEW — to review
2026-09-14,B?,6,,EuropePMC,Beyond clinical care: A qualitative study on the leadership role of general practitioners in dutch interprofessional care for older adults.,"Merx LMH, van Dijk-de Vries A, Schers HJ, Chardon-Wrenger S, van Bokhoven MA.",2026,2026-08-26,research-article; journal article,Eur J Gen Pract,OA,,10.1080/13814788.2026.2715197,https://doi.org/10.1080/13814788.2026.2715197,psychological safety teams,NEW — to review
2026-09-14,B?,6,,EuropePMC,Understanding competencies to manage multimorbidity in primary care: A focus group study with professionals and patients.,"Michielsen LJ, Raaijmakers LHA, Laurant M, Bischoff E, Rutten GM, Schermer TR.",2026,2026-08-26,research-article; journal article,Eur J Gen Pract,OA,,10.1080/13814788.2026.2721007,https://doi.org/10.1080/13814788.2026.2721007,manager training mental health at work,NEW — to review
2026-09-14,B?,6,,EuropePMC,Gender differences in prolonged grief: a network perspective on symptom interconnections and functional impairment.,"Li Y, Jiao K, Chow AYM, Ng YH, Chong ESK, Cong Q, Ning J, Suen MHP.",2026,2026-08-24,research-article; journal article,Eur J Psychotraumatol,OA,,10.1080/20008066.2026.2711483,https://doi.org/10.1080/20008066.2026.2711483,loneliness work social connection,NEW — to review
2026-09-14,B?,6,,EuropePMC,"Public primary healthcare service network planning in Finland: a document analysis of principles, justifications, and future directions.","Väisänen V, Tynkkynen LK, Sinervo T.",2026,2026-08-20,research-article; journal article,Scand J Prim Health Care,OA,,10.1080/02813432.2026.2718263,https://doi.org/10.1080/02813432.2026.2718263,remote work wellbeing productivity,NEW — to review
2026-09-14,B?,6,,EuropePMC,Operationalising neuroinclusive work systems: A multi-method framework for organisational research.,"Tootell B, Rao V.",2026,2026-08-14,research-article; journal article,MethodsX,OA,,10.1016/j.mex.2026.104098,https://doi.org/10.1016/j.mex.2026.104098,hybrid work employee outcomes,NEW — to review
2026-09-14,B?,6,,EuropePMC,Exploring early career pharmacists' sources of stress and their coping strategies: a qualitative interview study.,"Cooper MB, McMillan S, Kelly F, Dunkley K, Hotham E, McDermott B, Suppiah V.",2026,2026-08-11,research-article; journal article,Int J Qual Stud Health Well-being,OA,,10.1080/17482631.2026.2715826,https://doi.org/10.1080/17482631.2026.2715826,remote work wellbeing productivity,NEW — to review
2026-09-14,B?,6,,EuropePMC,Supporting Sustainable Return to Work in Large Organizations: A Cluster Randomised Feasibility Trial of a Multi-Level Intervention.,"Munir F, Sinclair A, Davis O, Dawson J, Degerdon L, Delgadillo J, Kadam U, Yarker J.",2026,2026-08-06,research-article; randomized controlled trial; journal article,Int J Environ Res Public Health,OA,,10.3390/ijerph23081030,https://doi.org/10.3390/ijerph23081030,workplace burnout neuroscience,NEW — to review
2026-09-14,B?,6,,EuropePMC,Burnout and Associated Risk Factors a Cross-Sectional Study Among Staff of Radiology Clinics in Slovakia.,"Slašťan M, Lesňáková A, Kubiš P.",2026,2026-08-04,research-article; journal article,Healthcare (Basel),OA,,10.3390/healthcare14152385,https://doi.org/10.3390/healthcare14152385,technostress employees,NEW — to review
2026-09-14,B?,6,,EuropePMC,Human-Machine Collaboration Depth and Teacher Burnout: A Dual-Path Moderated Mediation Model of Empowerment and Depletion.,"Guo X, Li M, Zhao X.",2026,2026-08-03,research-article; journal article,Behav Sci (Basel),OA,,10.3390/bs16081324,https://doi.org/10.3390/bs16081324,technostress employees,NEW — to review
2026-09-14,B?,6,,EuropePMC,Strengths and weaknesses in techniques employed to measure the effects of dietary modulation on intestinal microbiota composition and function.,"Apajalahti J, Rinttilä T.",2026,2026-07-04,review-article; review; journal article,Anim Nutr,OA,,10.1016/j.aninu.2026.02.009,https://doi.org/10.1016/j.aninu.2026.02.009,remote work wellbeing productivity,NEW — to review
2026-09-14,B?,6,,EuropePMC,Impact of the nursing work environment on patient satisfaction with care: A cluster-randomised organisational intervention.,Montano D.,2026,2026-06-30,research-article; journal article,Int J Nurs Stud Adv,OA,,10.1016/j.ijnsa.2026.100606,https://doi.org/10.1016/j.ijnsa.2026.100606,manager training mental health at work,NEW — to review
2026-09-14,B?,6,,EuropePMC,Large language model exposure and precarious occupations: Unpacking relationships in the Canadian labor force.,"Jetha A, Liao Q, Smith P, Vu V, Biswas A, Smith B, Vahid Shahidi F.",2026,2026-06-03,research-article; journal article,Scand J Work Environ Health,OA,,10.5271/sjweh.4312,https://doi.org/10.5271/sjweh.4312,generative AI worker productivity,NEW — to review
2026-09-14,B?,6,,EuropePMC,AI-Augmented Clearinghouse to Facilitate Evidence-Based Decision-Making and Social Spending: a Conceptual Framework.,"Buckley PR, Fishbein D, Wollman NJ.",2026,2025-10-11,research-article; journal article,Prev Sci,OA,,10.1007/s11121-025-01848-1,https://doi.org/10.1007/s11121-025-01848-1,generative AI worker productivity,NEW — to review
2026-09-14,B?,5,,OpenAlex,Competencies for the AI era: Lessons from cross-border higher education collaboration,"Hana Trávníčková, Janis Purk, Albrecht Löhr, Daniela Šálková",2026,2026-09-12,article,Industry and Higher Education,OA,,10.1177/09504222261487339,https://doi.org/10.1177/09504222261487339,human-AI collaboration workplace,NEW — to review
2026-09-14,B?,5,,OpenAlex,Negative impact of shift work on nurses' health,Tara Pajk,2026,2026-09-09,dissertation,Repository of the University of Ljubljana (University of Ljubljana),OA,,,https://openalex.org/W7212409419,workplace burnout neuroscience,NEW — to review
2026-09-14,B?,5,,EuropePMC,"Abstracts, workshops and seminars from the Pandemic EVIDENCE Collaboration 2025 International Conference.",,2026,2026-08-31,conference proceedings; abstract,BMC Proc,OA,,10.1186/s12919-026-00388-y,https://doi.org/10.1186/s12919-026-00388-y,workplace burnout neuroscience,NEW — to review
2026-09-14,B?,5,,EuropePMC,Navigating physician-scientist careers: insights from American Board of Internal Medicine Research Pathway graduates.,"Gallagher EJ, Kazmierczak BI, Kisielewski M, Schoettler N, Steer CJ, Baiocchi RA, Vyas JM, Rhee KY, Hu PJ, Isales CM, Conlin PR, Kontos CD, Melfe M, McDonald FS, Rockey DC, Williams CS.",2026,2026-08-24,research-article; journal article,JCI Insight,OA,,10.1172/jci.insight.195683,https://doi.org/10.1172/jci.insight.195683,workplace burnout neuroscience,NEW — to review
2026-09-14,B?,5,,EuropePMC,Changes in Communication after Transition from Paging to Collaborative Text Messaging.,"Sarma D, Leventhal EL, Chiu DT, Stenson BA, Nathanson LA.",2026,2026-08-10,research-article; journal article,J Am Coll Emerg Physicians Open,OA,,10.1016/j.acepjo.2026.100482,https://doi.org/10.1016/j.acepjo.2026.100482,generative AI worker productivity,NEW — to review
2026-09-14,B?,5,,EuropePMC,"Who Pays the Heat Debt? Ethics, Labour, and Governance in a Warming World.",Ghimire A.,2026,2026-07-15,brief-report; journal article,Bioethics,OA,,10.1111/bioe.70162,https://doi.org/10.1111/bioe.70162,job strain cardiovascular disease,NEW — to review
2026-09-14,C?,4,,Crossref,Acknowledgments,,2027,2027-12-31,book-chapter,English Majors at Work,?,,10.36019/9781978848009-013,https://doi.org/10.36019/9781978848009-013,remote work wellbeing productivity,NEW — to review
2026-09-14,C?,-1,,OpenAlex,"**Beyond Retirement: Navigating the Identity, Mental Health, and Social Dimensions of Life After 60** *A Holistic Framework for Successful Aging in Contemporary India*",Sudhakar Geruganti,2026,2026-09-13,preprint,Zenodo (CERN European Organization for Nuclear Research),OA,yes,10.5281/zenodo.22732081,https://doi.org/10.5281/zenodo.22732081,loneliness work social connection,NEW — to review
